,freight_value,price,payment_value,payment_installments,payment_sequential
109451,15.11,29.9,45.01,1,1
65154,12.9,199.98,212.88,8,1
491,8.88,69.9,78.78,1,1
54802,17.16,809.0,826.16,1,1
66206,17.13,28.9,138.09,1,1
52554,17.8,89.0,106.8,5,1
28335,30.07,238.64,268.71,1,1
25231,20.4,25.99,46.39,2,1
69899,29.48,64.99,33.6,1,2
89974,17.67,59.9,77.57,1,1
1137,10.5,329.99,340.49,3,1
42413,39.19,357.0,396.19,8,1
10898,86.96,175.9,262.86,6,1
38628,8.72,39.9,48.62,1,1
53530,10.96,24.9,35.86,1,1
12038,23.21,89.9,113.11,1,1
42219,15.1,22.9,38.0,1,1
93647,18.79,129.8,148.59,1,1
78964,50.57,998.0,498.57,3,2
52505,18.16,84.9,103.06,10,1
22374,38.81,137.9,1767.1,1,1
53359,7.78,29.99,37.77,1,1
1449,23.91,189.99,213.9,1,1
15275,44.02,230.0,274.02,5,1
49043,7.39,29.99,485.94,1,1
75220,62.15,799.9,862.05,9,1
14555,31.97,174.9,206.87,1,1
76839,9.97,165.0,174.97,3,1
108391,15.16,59.0,74.16,4,1
8518,12.48,18.9,31.38,1,1
67522,19.57,54.9,74.47,1,1
110715,32.98,219.99,252.97,4,1
31940,18.23,39.9,58.13,1,1
73785,25.95,159.0,184.95,4,1
108223,13.74,89.0,102.74,1,1
53633,20.61,79.99,100.6,1,1
109219,26.43,226.9,506.66,10,1
19891,8.47,44.0,52.47,1,1
75367,12.69,31.9,44.59,2,1
74871,16.53,109.78,126.31,8,1
76194,21.19,55.0,76.19,2,1
33989,25.63,23.99,49.62,1,1
87720,18.7,109.9,128.6,1,1
102195,13.83,115.52,129.35,1,1
58965,7.4,19.99,27.39,2,1
64447,11.91,58.38,70.29,1,1
75218,9.74,69.9,79.64,1,1
100067,21.19,55.0,76.19,1,1
18954,7.41,22.0,29.41,1,1
75571,16.6,23.9,162.0,1,1
108707,18.59,72.9,91.49,3,1
88798,27.14,379.0,406.14,1,1
2735,16.78,75.5,92.28,1,1
17551,45.72,179.99,225.71,1,1
51508,17.6,49.9,135.0,2,1
80817,18.72,119.9,138.62,2,1
15480,22.99,69.9,92.89,4,1
32118,26.85,109.9,136.75,4,1
35718,18.55,63.7,164.5,4,1
22256,27.49,166.99,194.48,3,1
79427,18.94,119.9,138.84,8,1
104697,15.31,79.99,95.3,9,1
2062,40.2,159.9,400.2,4,1
8309,18.23,20.0,38.23,1,1
14107,8.73,144.0,152.73,1,1
10776,154.56,379.9,534.46,8,1
82402,17.99,59.9,77.89,1,1
102403,27.69,119.9,147.59,3,1
42571,8.35,155.97,164.32,4,1
58417,25.4,79.9,105.3,2,1
64645,11.85,39.99,103.68,2,1
98513,19.4,29.99,49.39,1,1
34591,14.71,48.0,351.18,6,1
9562,15.44,49.0,64.44,1,1
78913,13.21,79.0,92.21,1,1
25898,12.74,56.99,69.73,1,1
74110,15.1,14.0,58.2,1,1
18145,37.47,79.99,117.46,5,1
63771,17.41,330.0,347.41,10,1
14377,18.32,30.99,49.31,1,1
2787,14.77,85.99,100.76,5,1
70065,17.99,57.89,75.88,1,1
67287,16.35,150.0,998.1,5,1
25174,32.85,134.9,167.75,3,1
67460,22.06,29.99,52.05,1,1
26276,16.42,193.0,209.42,10,1
6717,29.52,159.9,180.0,6,1
86469,13.81,64.0,77.81,1,1
53802,15.1,24.5,39.6,2,1
77145,16.11,49.0,65.11,1,1
88298,18.23,18.32,73.1,1,1
53337,37.27,559.0,596.27,10,1
2040,8.96,109.9,118.86,1,1
14766,12.47,109.9,122.37,6,1
89806,9.94,47.49,172.29,3,1
10252,18.03,418.9,873.86,6,1
4338,9.08,260.0,187.1,1,1
59210,18.44,79.8,98.24,2,1
78064,11.73,159.9,171.63,7,1
104489,22.85,35.0,37.57,1,1
42414,12.85,72.62,85.47,1,1
77181,11.85,21.99,33.84,1,1
60264,19.12,139.0,190.51,4,1
95507,22.9,138.99,161.89,2,1
65639,16.23,67.77,84.0,3,1
31445,48.27,249.0,297.27,1,1
18629,14.24,69.9,84.14,1,1
64499,11.85,29.9,83.5,8,1
56386,19.32,29.9,49.22,1,1
52823,11.85,17.9,29.33,1,1
28622,14.1,23.99,8.09,1,1
92916,17.63,169.97,187.6,1,1
110908,16.74,139.99,156.73,1,1
49046,7.39,29.99,485.94,1,1
41086,11.86,49.95,123.62,1,1
62359,7.55,14.49,44.08,4,1
94305,7.71,29.99,37.7,1,1
99488,7.39,6.15,67.7,1,1
99101,18.0,209.9,25.01,1,5
65001,16.41,93.0,109.41,1,1
79168,16.11,24.9,164.04,1,1
70026,20.61,159.9,180.51,4,1
83993,22.93,28.0,50.93,1,1
89243,19.83,84.44,104.27,4,1
93612,9.27,19.95,0.54,1,3
39750,17.06,35.9,52.96,1,1
56086,7.78,11.55,19.33,1,1
13915,18.85,110.0,128.85,1,1
62258,18.36,68.0,2.11,1,1
47868,34.27,105.0,139.27,2,1
30864,27.72,412.0,35.59,1,3
59691,15.85,139.0,154.85,4,1
24233,15.1,44.0,59.1,5,1
95378,16.92,32.2,49.12,4,1
10644,11.87,53.49,65.36,6,1
61695,13.92,80.0,23.92,1,1
67142,16.99,194.0,210.99,2,1
74927,23.78,89.9,113.68,1,1
86334,12.79,13.99,26.78,1,1
82499,15.1,45.0,60.1,1,1
41925,22.06,49.1,71.16,1,1
71297,22.49,79.99,102.48,5,1
25026,11.86,69.9,81.76,3,1
43615,20.87,54.16,75.03,3,1
31920,15.56,29.9,136.38,12,1
96289,17.24,105.9,246.29,8,1
36149,55.25,389.0,444.25,9,1
16234,16.74,70.0,86.74,6,1
19243,16.68,131.0,295.36,1,1
5374,17.5,248.99,266.49,1,1
26504,15.1,47.9,63.0,1,1
87188,19.66,97.88,117.54,10,1
39145,11.37,49.9,61.27,2,1
16910,14.58,69.9,84.48,1,1
45549,65.16,287.0,352.16,1,1
99042,22.7,141.9,164.6,7,1
95923,15.23,13.99,29.22,2,1
38246,11.86,72.99,84.85,2,1
95138,7.39,49.9,57.29,1,1
72183,14.29,135.0,149.29,1,1
11648,14.52,34.99,49.51,4,1
13195,14.63,45.97,60.6,1,1
107397,15.17,59.9,75.07,5,1
72263,9.56,180.0,189.56,2,1
45892,36.85,169.94,413.58,8,2
30800,13.29,135.0,148.29,1,1
51744,23.49,129.9,153.39,1,1
83915,7.51,35.0,42.51,2,1
4813,21.43,49.9,71.33,1,1
51635,19.72,69.2,177.84,1,1
80407,7.78,74.5,164.56,3,1
38140,19.37,24.99,44.36,4,1
20612,14.86,99.0,227.72,1,1
60386,19.17,69.0,76.92,1,2
69009,13.82,34.9,48.72,4,1
57073,14.78,49.9,64.68,3,1
16987,15.77,146.0,161.77,1,1
47154,24.68,525.0,549.68,6,1
49732,23.76,109.9,47.53,1,2
92186,10.86,199.0,416.59,10,1
36252,13.63,169.9,183.53,4,1
19364,51.1,86.0,137.1,5,1
54533,12.5,38.99,205.96,3,1
100614,17.67,59.9,155.14,10,1
30602,19.04,18.79,37.83,1,1
52782,22.06,18.9,81.92,8,1
1419,63.68,299.99,363.67,1,1
105199,21.63,139.99,161.62,1,1
69365,73.4,179.99,451.13,5,1
37300,15.7,279.0,294.7,10,1
86515,12.56,450.0,462.56,1,1
55423,18.44,49.0,67.44,1,1
101888,17.14,197.0,214.14,1,1
84746,7.93,106.5,114.43,1,1
74629,12.86,53.9,66.76,1,1
52070,16.53,48.9,15.43,1,3
89355,18.38,39.99,58.37,1,1
56347,15.1,49.95,65.05,6,1
42003,11.8,85.0,16.9,1,5
62715,7.39,39.9,47.29,1,1
32565,28.35,139.0,167.35,3,1
15127,12.79,17.8,122.36,8,1
81739,15.33,82.9,98.23,9,1
14300,7.54,39.9,47.44,4,1
106685,13.55,75.5,178.1,3,1
60350,15.1,27.99,43.09,4,1
13614,0.1,49.6,138.29,1,1
95053,62.28,274.9,337.18,10,1
9430,17.53,112.99,783.12,1,1
22565,11.85,44.0,335.1,1,1
99032,157.5,990.0,1147.5,1,1
70501,8.88,33.41,126.87,2,1
44583,13.53,156.0,169.53,4,1
38994,16.17,59.0,150.34,5,1
78050,18.06,69.9,87.96,8,1
45870,13.24,189.9,203.14,3,1
93784,7.78,9.99,17.77,1,1
95990,24.2,199.9,224.1,1,1
98947,14.1,49.9,64.0,1,1
90281,13.04,99.9,225.88,3,1
39089,14.68,84.26,98.94,8,1
81184,7.78,12.9,41.36,2,1
56338,11.85,4.5,65.4,6,1
88724,22.63,189.9,425.06,1,1
100762,7.39,72.0,79.39,2,1
69221,15.1,27.9,43.0,1,1
8256,28.75,1999.9,2028.65,8,1
76904,11.31,79.9,159.31,3,1
6062,16.87,88.0,104.87,10,1
74053,12.61,68.9,163.02,3,1
43652,70.7,229.0,299.7,6,1
46568,16.26,299.0,945.78,10,1
16227,3.55,11.99,42.53,1,1
49122,3.2,55.9,87.83,1,1
100973,68.82,277.99,346.81,2,1
201,16.12,195.5,1058.1,4,1
67290,16.35,150.0,998.1,5,1
76787,19.45,129.99,149.44,1,1
466,15.81,152.0,167.81,5,1
97784,9.26,133.0,142.26,3,1
83102,10.39,59.99,158.96,5,1
67920,16.62,122.9,279.04,10,1
111077,14.72,59.0,73.72,4,1
1635,27.57,389.9,834.94,1,1
58457,16.11,29.5,136.83,1,1
93979,9.12,109.9,119.02,2,1
65493,12.69,169.9,912.95,1,1
94234,245.75,639.0,884.75,1,1
25396,30.53,99.0,259.06,1,1
77455,17.23,139.9,157.13,3,1
110742,19.62,93.0,112.62,2,1
35390,12.76,179.99,192.75,10,1
17876,11.85,44.49,56.34,1,1
109530,14.6,119.9,134.5,1,1
3182,12.62,159.9,172.52,8,1
7329,52.95,134.0,186.95,1,1
36930,16.73,58.99,75.72,1,1
64759,19.61,59.9,159.02,4,1
80295,17.76,149.9,502.98,2,1
13343,36.6,219.9,256.5,4,1
33544,16.81,149.9,500.13,4,1
60959,22.93,32.99,55.92,1,1
51698,17.68,61.9,79.58,1,1
80706,14.08,102.74,116.82,1,1
62725,21.9,157.8,179.7,3,1
91890,16.46,99.9,33.03,1,3
12345,16.08,190.0,206.08,3,1
77410,15.28,75.0,90.28,2,1
13125,23.75,85.0,65.63,4,1
106931,15.85,299.9,315.75,5,1
72966,15.1,49.99,65.09,3,1
67357,8.65,69.9,78.55,1,1
27210,10.26,149.0,159.26,1,1
47334,13.83,199.9,213.73,7,1
80540,21.88,199.0,220.88,3,1
37835,14.1,14.89,115.96,1,1
4272,15.23,29.99,13.98,1,2
50531,33.58,961.6,557.7,1,2
9281,14.41,144.9,318.62,10,1
17403,25.96,159.9,185.86,2,1
89634,64.77,169.9,234.67,10,1
35077,19.75,79.9,99.65,4,1
101368,8.82,23.7,32.52,1,1
64083,12.48,18.9,31.38,1,1
24542,15.45,49.9,65.35,1,1
111007,58.03,160.0,1308.18,10,1
21502,19.04,39.99,59.03,5,1
1586,17.97,149.0,166.97,1,1
37601,15.11,38.4,160.53,3,1
32523,82.56,1699.99,1782.55,1,1
13198,18.18,209.9,228.08,1,1
78201,18.69,115.9,134.59,2,1
7714,14.52,10.3,24.82,1,1
15284,19.67,99.9,119.57,10,1
11778,5.54,21.15,302.52,7,1
91182,8.72,35.0,43.72,1,1
24095,15.1,18.6,33.7,1,1
89722,8.72,56.99,65.71,1,1
79684,17.53,113.0,130.53,10,1
104004,19.39,59.9,79.29,1,1
97692,7.46,27.9,141.44,4,1
5059,59.91,194.99,2039.2,1,1
83823,19.74,109.9,129.64,8,1
64404,115.74,760.0,875.74,10,1
66651,17.8,79.0,96.8,2,1
10330,16.6,34.99,154.77,7,1
100419,15.1,18.9,102.0,1,1
40746,14.17,39.9,138.14,3,1
105781,12.54,58.55,142.18,2,1
68548,19.6,90.0,109.6,1,1
8775,15.27,55.0,140.54,1,1
72271,16.52,108.0,124.52,1,1
32603,44.37,299.0,343.37,1,1
88366,13.08,54.9,67.98,1,1
57475,17.93,25.0,42.93,1,1
50208,17.67,49.0,66.67,5,1
86789,15.1,29.9,45.0,4,1
33868,27.0,65.9,92.9,1,1
87553,16.32,47.9,64.22,1,1
9731,18.76,69.0,42.78,1,2
50116,24.55,59.9,84.45,1,1
98585,15.1,29.7,44.8,1,1
96396,8.72,13.6,0.15,1,2
100542,22.06,24.9,46.96,1,1
67355,12.78,514.99,527.77,8,1
17339,12.48,19.9,32.38,1,1
72028,28.43,74.9,208.7,2,1
53754,12.35,18.74,31.09,1,1
96877,29.83,204.0,233.83,8,1
2588,7.58,45.9,53.48,2,1
103616,25.47,89.9,115.37,3,1
83572,17.92,37.9,279.1,1,1
85240,9.15,35.9,195.4,1,1
23680,17.67,59.9,155.14,3,1
14701,14.1,27.9,42.0,1,1
109261,15.1,40.52,55.62,1,1
50835,17.62,149.9,167.52,1,1
57831,44.64,119.99,164.63,1,1
44339,15.1,39.0,108.2,5,1
20068,37.6,579.99,617.59,10,1
111618,22.06,24.99,47.05,4,1
45055,13.14,79.9,279.12,2,1
6219,17.93,32.9,50.83,1,1
53755,15.01,119.9,34.91,1,1
63986,23.29,69.9,20.89,1,1
75833,8.37,89.9,98.27,1,1
51445,19.0,160.0,179.0,9,1
48289,17.09,120.0,137.09,1,1
63791,87.41,990.0,2154.82,1,1
45554,20.26,110.0,130.26,1,1
58129,15.1,17.33,32.43,3,1
57488,18.61,48.99,184.2,8,1
27246,13.83,199.0,212.83,6,1
72080,28.34,199.0,227.34,6,1
76645,8.72,27.99,36.71,1,1
21454,12.35,7.99,81.36,8,1
37552,12.54,149.9,324.88,1,1
61697,18.23,24.9,43.13,4,1
8663,12.75,58.9,71.65,6,1
48488,12.69,49.0,61.69,1,1
111026,14.1,20.9,35.0,1,1
53791,25.93,15.12,123.15,1,1
91863,23.89,229.0,50.0,1,2
35593,64.06,99.0,163.06,1,1
82814,14.16,57.99,72.15,2,1
21117,21.18,276.99,298.17,10,1
52298,33.78,169.99,203.77,4,1
39149,15.17,59.9,75.07,1,1
11727,7.93,96.0,103.93,3,1
44951,18.11,335.9,354.01,1,1
44167,38.03,68.99,107.02,2,1
73485,19.95,230.0,249.95,8,1
278,9.27,105.0,114.27,1,1
47332,25.12,89.9,115.02,7,1
12903,18.0,204.99,222.99,4,1
106189,36.55,149.0,105.52,6,1
42087,45.3,120.0,165.3,3,1
34564,14.52,29.9,44.42,1,1
24344,11.85,16.9,28.75,1,1
64457,13.37,42.9,56.27,5,1
20900,17.97,151.9,169.87,1,1
73068,13.55,92.5,106.05,5,1
12548,15.1,28.9,44.0,4,1
28611,13.71,49.9,63.61,1,1
34665,8.72,21.99,61.42,1,1
5638,9.89,97.0,106.89,5,1
88685,16.79,39.9,56.69,1,1
8601,14.48,154.9,169.38,5,1
37885,7.42,79.9,37.32,3,1
90475,17.6,40.0,57.6,2,1
83431,17.44,169.9,187.34,4,1
62983,12.61,158.0,170.61,1,1
40084,15.1,31.9,47.0,4,1
50303,17.83,83.41,101.24,1,1
43733,18.0,59.99,77.99,2,1
43476,23.64,69.9,93.54,3,1
24456,17.65,129.99,147.64,1,1
33122,4.72,119.3,259.6,5,1
73455,7.78,35.0,42.78,1,1
102656,18.77,127.27,146.04,5,1
101758,28.2,209.99,238.19,10,1
71648,13.44,59.9,73.34,1,1
35,15.23,30.5,44.92,1,2
112106,14.07,102.0,116.07,2,1
104214,7.78,6.5,42.84,2,1
7473,22.85,14.9,37.75,1,1
106777,15.24,69.9,85.14,8,1
24947,23.1,74.99,98.09,1,1
89707,18.59,101.49,120.08,6,1
12752,11.85,34.99,46.84,1,1
24462,15.68,132.9,148.58,4,1
59161,17.67,59.9,155.14,5,1
85515,13.98,109.99,371.91,6,1
25208,15.56,29.6,90.32,8,1
47309,15.23,39.99,110.44,1,1
35651,15.84,109.9,125.74,8,1
26692,9.34,21.5,30.84,1,1
67810,16.32,26.9,43.22,1,1
72492,16.35,29.9,219.57,8,1
80042,21.35,99.98,727.98,10,1
99451,36.05,56.0,92.05,1,1
32807,11.85,12.9,19.48,1,2
37316,12.83,99.9,112.73,1,1
56621,16.24,88.0,208.48,1,1
86729,37.89,107.0,144.89,2,1
34715,11.85,29.99,16.78,1,2
56975,15.7,69.9,29.28,1,2
93239,10.66,35.9,46.56,1,1
86168,37.21,269.9,307.11,10,1
69531,29.21,115.0,144.21,3,1
59908,26.53,688.0,550.11,1,2
52867,14.67,235.0,249.67,10,1
43142,15.38,39.9,55.28,1,1
34659,20.19,299.0,319.19,4,1
7383,8.72,29.99,77.42,1,1
4022,7.39,15.9,23.29,1,1
53584,7.74,68.9,76.64,1,1
81497,15.77,109.77,222.08,1,1
22726,174.95,849.0,1023.95,8,1
101075,19.85,94.9,114.75,2,1
30833,18.72,119.8,138.52,1,1
87612,13.99,59.0,72.99,2,1
93347,43.4,159.9,203.3,2,1
77386,18.23,27.9,46.13,1,1
103648,7.94,29.0,15.48,1,4
13190,18.7,84.99,103.69,3,1
103534,15.86,14.9,115.31,3,1
101508,16.79,40.0,170.37,1,1
7623,17.76,167.99,224.83,8,1
36173,11.85,18.99,30.84,3,1
81670,8.64,39.99,48.63,1,1
24349,11.85,15.3,27.15,1,1
51390,67.4,329.9,397.3,10,1
49519,13.45,220.0,233.45,4,1
45753,19.08,262.0,281.08,7,1
15242,20.52,78.99,199.02,1,1
107950,10.96,27.99,38.95,1,1
109648,7.4,76.2,83.6,1,1
86645,14.1,11.99,26.09,1,1
58156,18.23,17.9,6.88,1,2
34194,24.87,95.92,120.79,1,1
42175,35.67,27.5,20.0,1,1
103929,13.18,89.9,206.16,4,1
77458,25.79,465.0,490.79,3,1
40922,17.13,195.3,212.43,10,1
79055,110.14,209.9,320.04,10,1
19141,16.28,74.89,91.17,1,1
20682,13.08,75.0,88.08,2,1
10765,8.63,23.4,91.08,1,1
89304,14.6,73.9,88.5,8,1
18237,27.71,139.6,167.31,8,1
88987,39.68,192.97,1163.25,1,1
81181,17.55,120.0,137.55,2,1
67931,18.31,29.29,47.6,1,1
67371,12.69,49.99,1.11,1,15
48078,19.76,74.9,60.0,2,1
100116,88.35,119.99,208.34,1,1
64029,12.54,149.0,161.54,3,1
30003,18.75,99.9,118.65,1,1
97561,46.08,112.0,158.08,4,1
54329,8.89,99.0,107.89,1,1
55790,14.59,118.9,88.94,1,2
19764,17.76,72.9,24.94,1,2
33907,12.31,116.0,128.31,2,1
107610,38.08,79.99,118.07,1,1
33790,14.56,118.9,133.46,2,1
75556,71.56,320.0,391.56,6,1
96588,19.44,223.0,242.44,6,1
69564,26.57,69.9,96.47,1,1
107762,12.92,99.0,111.92,3,1
54352,12.89,64.0,76.89,3,1
103750,18.23,14.7,32.93,3,1
100985,14.52,34.99,49.51,1,1
59836,8.72,56.99,65.71,2,1
45962,8.88,48.0,113.76,2,1
91015,25.18,149.9,175.08,1,1
22082,7.39,6.9,42.87,2,1
83977,13.08,39.9,158.94,2,1
3915,8.72,29.99,38.71,3,1
77633,18.97,229.9,497.74,5,1
52417,3.08,7.8,129.37,10,1
84367,18.23,12.0,30.23,1,1
101519,18.14,199.99,218.13,5,1
104247,19.99,22.9,42.89,1,1
14644,16.79,25.99,42.78,1,1
6770,19.62,53.9,73.52,1,1
71098,66.08,249.9,315.98,4,1
67734,8.88,39.9,48.78,3,1
55266,27.08,111.0,138.08,1,1
94285,25.59,69.9,190.98,3,1
34491,10.26,205.81,216.07,6,1
33031,16.84,299.0,315.84,4,1
64521,7.39,7.5,29.78,1,1
74610,25.64,114.9,140.54,1,1
7633,14.15,59.9,12.0,1,5
81469,16.32,45.0,61.32,1,1
101575,15.11,16.9,32.01,1,1
62992,19.47,39.99,118.92,6,1
1880,19.93,99.0,100.0,1,2
92406,15.79,38.9,54.69,1,1
33633,18.23,27.99,46.22,1,1
61652,9.77,199.99,209.76,1,1
13884,16.79,22.9,19.69,1,2
74106,18.77,75.0,93.77,7,1
11404,14.1,25.0,78.2,2,1
43651,21.19,99.9,121.09,1,1
30895,15.25,21.0,108.75,1,1
79549,18.23,25.56,87.58,2,1
83770,23.86,49.0,279.05,6,1
110496,28.82,49.0,233.46,10,1
34081,23.27,110.32,25.0,1,2
61708,7.78,18.0,51.56,5,1
81740,16.28,200.36,216.64,3,1
11941,12.65,74.9,87.55,2,1
51546,11.85,29.9,41.75,2,1
61705,15.38,89.99,105.37,1,1
21271,13.5,119.9,133.4,3,1
37578,16.02,325.0,341.02,1,1
71760,19.32,29.9,49.22,1,1
83693,16.79,19.9,36.69,1,1
23646,11.84,64.99,76.83,4,1
28103,29.95,79.0,170.95,5,1
61982,14.18,59.0,73.18,1,1
62657,15.1,38.4,160.5,3,1
23706,15.23,34.99,50.22,1,1
34304,16.79,24.9,83.38,8,1
107524,18.9,145.9,117.51,1,2
36330,7.78,49.0,56.78,1,1
59431,18.94,49.9,20.53,1,2
88808,15.1,39.99,110.18,1,1
10216,8.29,27.93,36.22,1,1
57605,14.52,29.9,44.42,1,1
74322,15.1,35.9,51.0,5,1
75754,15.32,79.9,95.22,4,1
3804,3.55,34.6,80.54,2,1
18067,19.64,64.9,84.54,1,1
29919,26.61,189.99,216.6,1,1
9845,19.46,70.0,89.46,3,1
4818,17.74,69.81,87.55,4,1
96487,8.72,79.9,77.24,1,1
102912,15.3,59.99,75.29,5,1
81369,9.37,79.9,89.27,8,1
82500,24.82,959.99,984.81,8,1
76562,15.42,44.99,60.41,1,1
29489,19.49,198.99,218.48,10,1
83878,82.35,179.98,262.33,1,1
80493,116.94,129.9,246.84,1,1
35610,7.39,6.0,13.39,1,1
57833,20.65,159.9,180.55,2,1
107470,51.67,269.0,320.67,2,1
90366,16.33,89.9,26.8,1,2
34166,15.56,45.9,122.92,1,1
17495,17.17,85.9,103.07,4,1
76866,43.51,35.0,235.53,1,1
40199,47.13,85.9,133.03,10,1
77396,15.43,78.0,93.43,3,1
20492,11.85,13.0,24.85,1,1
18842,22.06,39.9,61.96,4,1
33499,9.51,99.9,109.41,1,1
15832,12.48,29.45,41.93,1,1
19509,21.58,298.0,319.58,1,1
36461,14.52,32.99,47.51,1,1
82068,26.75,49.0,172.74,2,1
12229,25.0,18.95,87.9,1,1
99570,18.63,150.0,168.63,6,1
35827,18.23,18.9,37.13,1,1
36563,44.06,525.0,569.06,10,1
110931,14.52,39.9,54.42,5,1
59108,36.36,79.98,116.34,3,1
883,16.79,39.99,56.78,1,1
4656,16.11,23.9,120.03,1,1
60431,13.76,189.0,202.76,2,1
14424,14.0,139.9,153.9,1,1
112439,8.29,10.0,18.29,1,1
25455,19.32,42.0,61.32,1,1
76916,25.38,29.9,55.28,4,1
96846,9.09,39.99,245.4,1,1
3221,34.55,107.0,141.55,4,1
69716,16.79,29.9,15.49,1,1
8682,21.85,36.85,58.7,1,1
35984,18.44,79.9,98.34,1,1
16678,4.69,229.9,1021.48,1,1
12338,50.99,99.99,150.98,1,1
37400,43.69,239.36,410.19,8,1
62588,17.75,70.97,177.44,3,1
57466,8.76,35.9,44.66,3,1
101391,22.17,239.9,262.07,2,1
58880,33.4,841.5,874.9,1,1
112048,19.32,28.5,47.82,2,1
66522,18.37,69.9,88.27,1,1
96404,21.01,74.99,96.0,2,1
88972,35.36,850.0,885.36,20,1
97594,26.1,117.79,95.9,1,2
44304,15.1,40.0,55.1,1,1
85629,14.52,23.2,75.44,1,1
108732,27.48,149.9,177.38,3,1
18634,31.5,89.77,121.27,1,1
21229,34.88,38.9,291.49,1,1
68561,8.27,24.9,4.06,1,1
96527,18.59,102.0,120.59,1,1
28679,13.37,47.0,60.37,1,1
75912,94.51,279.0,517.03,10,1
29005,14.1,49.0,25.69,1,2
66209,17.5,177.97,390.94,10,1
10512,15.59,53.95,69.54,1,1
61519,15.1,25.0,40.1,4,1
93037,27.14,151.9,179.04,3,1
10259,19.32,49.9,415.32,1,1
91172,10.97,319.0,329.97,8,1
103078,23.52,133.9,157.42,6,1
36260,11.74,48.0,59.74,1,1
44491,23.12,169.9,193.02,1,1
105594,18.72,89.0,107.72,3,1
87727,21.1,149.9,171.0,1,1
75845,17.63,40.0,230.52,10,1
101234,88.0,69.99,157.99,1,1
90126,21.73,550.0,571.73,8,1
34697,15.57,97.9,113.47,1,1
92558,18.25,21.5,79.5,1,1
5222,53.39,503.34,556.73,1,1
3821,17.92,65.0,113.0,1,1
68672,22.87,21.99,44.86,4,1
91331,7.39,17.86,75.75,1,1
95995,14.58,117.9,132.48,6,1
110612,14.13,144.9,159.03,3,1
22009,19.32,31.0,159.95,1,1
109961,44.84,149.0,193.84,3,1
100584,11.85,32.0,43.85,4,1
45362,14.1,24.9,19.0,1,2
44663,48.34,129.0,177.34,8,1
35372,15.48,54.9,140.76,1,1
107493,7.43,24.9,32.33,3,1
21738,14.1,39.9,54.0,2,1
10947,27.48,89.9,117.38,1,1
18308,15.34,84.9,200.48,1,1
105551,14.36,87.5,101.86,1,1
14607,15.23,39.99,55.22,1,1
16382,21.15,27.49,48.64,1,1
36616,8.16,78.0,172.31,10,1
34427,33.93,53.9,175.66,1,1
111733,12.33,160.0,127.77,1,2
78783,9.61,149.99,159.6,10,1
23962,15.38,35.0,110.66,6,1
72535,17.02,723.74,50.0,1,2
81487,14.1,24.9,39.0,1,1
110839,23.91,488.99,512.9,1,1
48983,2.58,88.0,205.09,2,1
41356,26.64,160.99,238.42,10,1
49143,14.1,25.0,195.5,10,1
59904,16.11,47.0,63.11,6,1
69424,19.76,269.0,288.76,10,1
45990,18.23,49.0,134.46,2,1
80696,15.68,67.0,82.68,7,1
13655,16.8,79.0,95.8,1,1
59545,7.78,49.0,56.78,1,1
59170,16.62,99.0,1242.57,1,1
16638,32.99,29.89,91.21,1,1
74497,17.66,174.44,192.1,10,1
43451,12.79,17.99,30.78,3,1
50821,60.88,399.99,460.87,8,1
14956,14.1,21.9,36.0,1,1
70107,16.18,59.9,76.08,1,1
5979,48.7,179.9,228.6,4,1
3418,12.83,55.0,67.83,1,1
88501,10.8,105.0,579.0,1,1
93895,27.24,99.0,126.24,2,1
30327,7.78,39.99,47.77,4,1
15039,14.0,125.46,139.46,2,1
10869,12.13,95.28,107.41,1,1
9400,16.22,65.9,82.12,1,1
66237,15.1,39.9,110.0,1,1
59385,16.71,65.99,82.7,1,1
73773,51.91,170.3,888.84,4,1
30876,18.25,64.9,83.15,4,1
35112,13.43,59.0,144.86,4,1
23146,89.5,149.99,239.49,3,1
55740,18.23,40.0,116.46,2,1
22223,22.27,205.0,227.27,10,1
90589,19.13,84.99,104.12,4,1
62506,13.21,129.49,142.7,1,1
22711,15.23,20.65,9.02,1,3
26420,16.75,79.9,96.65,2,1
58310,17.63,169.9,187.53,1,1
62271,10.96,45.9,56.86,1,1
61393,37.88,138.0,175.88,3,1
87112,23.16,219.0,242.16,5,1
60871,45.13,149.99,195.12,5,1
40444,15.36,87.8,206.32,5,1
55320,13.83,179.0,192.83,3,1
58549,17.86,229.99,247.85,3,1
20340,17.13,69.2,86.33,1,1
72889,17.8,79.0,96.8,1,1
14476,9.34,69.9,79.24,3,1
84529,8.52,13.9,72.58,1,1
26072,11.85,15.9,27.75,1,1
65368,15.23,49.9,65.13,1,1
22306,14.13,54.9,46.89,1,2
95659,8.48,54.9,142.89,8,1
95032,12.9,109.9,122.8,1,1
6748,16.83,231.27,248.1,1,1
91227,20.08,314.9,669.96,3,1
52422,22.58,299.0,321.58,6,1
90241,21.29,128.99,150.28,1,1
70998,24.19,179.9,408.18,6,1
9801,126.44,849.0,975.44,3,1
30820,26.29,145.0,171.29,1,1
101641,12.9,79.9,92.8,1,1
69889,15.23,35.9,102.26,1,1
33854,44.13,869.0,913.13,10,1
49792,23.36,61.95,85.31,1,1
78855,16.33,82.0,98.33,4,1
12909,0.02,39.99,116.39,1,1
79367,17.17,345.62,362.79,7,1
109719,15.04,124.9,139.94,1,1
13274,48.8,260.0,308.8,2,1
